No.,Title,Redemption link,Provide recipient name,Provide recipient email
1,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GST87J3CPW97CFH
2,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GSNEZSX7WK6TEV3
3,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GS96JPN75S9JXYZ
4,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GS5MZYT8HYV8EVH
5,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GSHGQK53STY5S4X
6,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GSXF26TSN4544FG
7,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GSSLF7QEXTUH7UN
8,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GSHNEJXLC7L8NDG
9,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GSH83F5HE7CD2Y8
10,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GS9AG9SY9D47PF9
11,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GSJDAGD2SS9PXZ7
12,A Touch of Darkness (Hades X Persephone Book 1),https://www.amazon.com/kindle/redeem/?t=GSDFF7YGTPFN283
